Gender , Area ,Faculty,College_Location ,father_edu,mother_edu,father_occ,mother_occ,income,attendance,lecture_attendance,assignment_submit,teacher_help,study_hours,study_management,study_method,Percentage,internal_performance,Backlogs,internet_access,online_platforms_usage,responsibilities_affect_study,Challenge_1,Challenge_2,Challenge_3,Challenge_4,Challenge_5,Challenge_6,Challenge_Score,distraction,parent_support,Motivation_1,Motivation_2,Motivation_3,Motivation_4,Motivation_5,Motivation_6,Motivation_Score ,Stress,family_pressure,Sleep_Hours,support_needed
0,0,Arts,0,3,3,Farmer,Unemployed (not currently working),2,2,3,4,2,3,4, Note-taking Self-study Online tutorials,80,3,0,3,4,4,2,3,2,1,1,2,11, Mobile / TV / Laptop   Family responsibilities ,1,3,4,3,3,2,3,18,2,3,2, Study materials 
1,0,Commerce,1,4,4,Daily wage labourer,Farmer,3,2,2,2,2,3,2, Group study,50,3,1,1,2,1,3,4,3,2,1,0,13," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,0,0,3,1,0,1,5,3,2,3, Study materials  Group study discussions 
0,0,Arts,1,4,3,Daily wage labourer,Daily wage labourer,1,2,2,2,2,3,3, Self-study,75,2,0,3,4,1,2,1,3,1,3,1,11, Family responsibilities ,1,4,2,3,1,2,1,13,3,2,3, Study materials 
1,0,Commerce,1,2,2,Private sector job,Private sector job,1,2,1,1,4,2,4, Group study,77,2,1,3,3,3,2,3,1,3,1,3,13, Family responsibilities ,1,4,4,2,1,3,1,15,1,2,2, Personal counselling 
0,1,Management,1,4,4,Private sector job,Private sector job,2,3,3,4,2,2,4, Group study Self-study Online tutorials Practice tests,90,2,0,4,2,3,1,1,1,0,1,0,4," Friends  Family responsibilities  Social media (WhatsApp, Instagram, etc.) ",1,1,1,1,3,4,0,10,1,2,2, Personal counselling  Study materials  Time management tips  Group study discussions  Career guidance 
1,1,Commerce,1,4,3,Private sector job,Business,2,3,4,4,4,4,4, Note-taking Group study Self-study Online tutorials Practice tests,90,2,0,4,4,1,1,0,2,1,2,1,7," Mobile / TV / Laptop   Friends  Social media (WhatsApp, Instagram, etc.)  Health issues ",1,3,3,1,2,3,1,13,2,2,3, Extra classes  Study materials  Time management tips  Career guidance  More interactive teaching 
0,0,Management,0,3,3,Government employee,Daily wage labourer,3,2,2,1,2,3,4, Practice tests,78,1,0,4,3,3,4,2,1,2,1,2,12, Friends  Family responsibilities ,1,2,3,2,1,2,1,11,3,2,2, Personal counselling 
1,0,Management,1,4,4,Private sector job,Unemployed (not currently working),2,3,4,4,3,2,3, Note-taking Self-study,75,2,0,3,4,3,3,3,2,1,2,2,13," Friends  Social media (WhatsApp, Instagram, etc.) ",1,3,4,3,2,1,1,14,2,3,3, Personal counselling  Career guidance 
1,1,Science,1,4,3,Government employee,Private sector job,2,2,2,1,4,2,2, Group study,79,1,0,3,2,2,0,1,0,2,0,2,5, Family responsibilities ,1,0,1,1,1,0,1,4,3,2,3, Extra classes  Personal counselling  Study materials 
1,0,Science,0,3,2,Government employee,Unemployed (not currently working),3,3,4,4,3,2,2, Self-study,75,1,0,3,3,3,1,1,3,2,2,2,11," Social media (WhatsApp, Instagram, etc.) ",1,3,2,2,2,3,1,13,3,2,3, Time management tips 
0,0,Science,1,3,2,Government employee,Government employee,1,2,4,4,4,3,4, Group study,80,2,1,3,4,2,2,0,1,0,1,2,6, Family responsibilities ,1,4,3,4,3,4,3,21,2,2,1, Time management tips 
0,1,Science,1,4,2,Private sector job,Farmer,1,3,3,4,4,4,3, Self-study,59,3,0,3,4,3,1,1,3,1,1,2,9," Mobile / TV / Laptop   Lack of interest  Social media (WhatsApp, Instagram, etc.) ",1,2,4,3,3,4,2,18,2,1,3, Personal counselling 
1,0,Commerce,0,3,2,Farmer,Daily wage labourer,2,2,2,3,2,2,4, Self-study Online tutorials,75,1,0,4,3,2,2,3,1,2,1,2,11," Friends  Social media (WhatsApp, Instagram, etc.) ",1,2,3,2,1,2,1,11,2,2,2, Study materials 
1,1,Arts,0,2,1,Farmer,Unemployed (not currently working),1,2,3,4,3,3,3, Group study,75,1,0,2,4,2,3,1,3,0,1,1,9, Mobile / TV / Laptop   Friends  Family responsibilities ,1,3,1,1,0,1,3,9,3,2,2, Extra classes  Personal counselling  Time management tips  Career guidance  More interactive teaching 
1,1,Management,1,4,4,Private sector job,Unemployed (not currently working),3,2,3,4,3,2,3, Note-taking Self-study,72,3,0,4,4,3,1,2,2,1,2,1,9," Friends  Social media (WhatsApp, Instagram, etc.) ",1,3,3,2,1,2,1,12,2,2,3, Time management tips 
0,0,Science,0,3,2,Farmer,Farmer,1,2,2,2,3,1,2, Note-taking Group study Self-study Online tutorials Practice tests,89,1,0,4,3,2,2,1,2,1,2,1,9," Mobile / TV / Laptop   Friends  Family responsibilities  Social media (WhatsApp, Instagram, etc.) ",1,1,2,1,3,1,3,11,2,2,3, Group study discussions 
0,1,Science,1,3,2,Private sector job,Unemployed (not currently working),2,2,3,3,2,3,3, Self-study,80,3,0,3,4,2,1,1,1,2,1,2,8, Mobile / TV / Laptop   Health issues ,1,4,3,3,2,3,1,16,2,2,3, Personal counselling  Study materials  Career guidance 
1,0,Commerce,0,2,1,Farmer,Farmer,1,3,3,4,4,3,4, Group study,70.85,3,1,3,4,2,2,3,1,1,2,3,12, Friends ,1,1,2,1,2,3,2,11,3,3,3, Extra classes  Study materials  Time management tips  Group study discussions  Career guidance 
1,1,Commerce,0,3,2,Daily wage labourer,Daily wage labourer,1,2,2,3,2,3,4, Group study Online tutorials,80,2,0,3,2,2,1,0,1,1,2,0,5," Lack of interest  Social media (WhatsApp, Instagram, etc.) ",1,0,1,1,1,1,0,4,2,3,1, Career guidance 
0,1,Commerce,1,1,2,Government employee,Unemployed (not currently working),2,1,1,2,3,2,1, Note-taking Self-study Online tutorials,70,1,0,4,4,2,0,1,0,0,0,0,1," Social media (WhatsApp, Instagram, etc.) ",1,2,3,3,2,3,4,17,1,3,3, Personal counselling 
0,0,Commerce,1,4,4,Business,Business,2,2,2,3,2,2,2, Group study Self-study Online tutorials,72,2,0,1,3,3,2,2,3,2,1,1,11," Friends  Family responsibilities  Social media (WhatsApp, Instagram, etc.) ",1,3,3,3,2,2,1,14,2,2,3, Extra classes  Career guidance 
0,1,Management,1,3,2,Government employee,Unemployed (not currently working),3,3,4,4,2,3,3, Note-taking Group study Self-study Practice tests,89,3,0,4,3,2,0,1,1,1,2,1,6," Mobile / TV / Laptop   Family responsibilities  Social media (WhatsApp, Instagram, etc.) ",1,4,3,2,1,2,1,13,2,1,3, Personal counselling  Time management tips 
0,1,Arts,1,3,2,Private sector job,Unemployed (not currently working),2,2,2,2,2,2,3, Note-taking Self-study Online tutorials Practice tests,75,2,0,4,3,2,2,1,3,2,3,2,13," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,2,3,2,2,3,3,15,2,1,3, Personal counselling  Study materials  Time management tips 
0,1,Management,1,4,4,Private sector job,Private sector job,2,2,3,4,3,2,4, Group study Self-study,75,3,0,2,4,2,1,2,2,3,3,2,13, Mobile / TV / Laptop   Lack of interest ,1,1,2,2,3,3,3,14,2,2,4, Personal counselling  Group study discussions 
1,1,Management,1,5,4,Government employee,Private sector job,4,3,4,4,4,4,5, Note-taking Self-study Online tutorials Practice tests,90,4,0,3,4,1,0,0,1,1,1,1,4," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,4,3,1,3,3,1,15,2,2,3, Extra classes  Study materials  Career guidance  More interactive teaching 
1,1,Science,1,4,2,Business,Unemployed (not currently working),1,3,4,4,1,1,3, Note-taking Practice tests,57,2,0,4,2,1,0,0,4,0,2,3,9, Family responsibilities ,1,3,1,0,1,2,0,7,2,2,4, Group study discussions 
0,1,Commerce,1,3,2,Government employee,Unemployed (not currently working),3,3,4,4,1,3,3, Group study,88,3,0,4,4,1,1,1,2,2,2,1,9," Social media (WhatsApp, Instagram, etc.) ",1,3,3,3,1,2,1,13,3,2,3, Time management tips  Career guidance  More interactive teaching 
1,0,Commerce,1,4,2,Daily wage labourer,Business,3,3,4,4,3,1,3, Group study Practice tests,68,3,1,4,2,3,1,0,1,2,3,2,9," Mobile / TV / Laptop   Lack of interest  Social media (WhatsApp, Instagram, etc.) ",1,0,1,1,1,2,2,7,2,3,4, Extra classes 
1,1,Science,0,5,1,Unemployed (not currently working),Daily wage labourer,4,3,3,1,3,4,5, Note-taking Group study Self-study,98,0,2,2,1,2,0,1,2,3,4,3,13," Mobile / TV / Laptop   Friends  Lack of interest  Social media (WhatsApp, Instagram, etc.) ",1,3,2,1,0,1,2,9,1,3,2, Personal counselling 
0,1,Management,1,3,3,Private sector job,Unemployed (not currently working),4,3,3,3,2,3,2, Self-study,70,2,1,4,4,3,3,1,4,1,3,1,13," Friends  Family responsibilities  Social media (WhatsApp, Instagram, etc.) ",1,4,2,1,0,2,4,13,3,3,4, Personal counselling  Time management tips 
0,0,Science,0,3,3,Farmer,Farmer,1,2,1,2,1,1,2, Group study Self-study,58,1,1,3,2,3,2,2,3,2,3,3,15, Mobile / TV / Laptop   Friends  Family responsibilities ,1,1,2,3,3,3,4,16,3,2,4, Extra classes  Study materials  Time management tips  Group study discussions  Career guidance 
1,1,Commerce,1,3,3,Government employee,Unemployed (not currently working),2,2,3,3,1,2,3, Group study Self-study,84,2,0,4,3,3,2,2,2,1,2,2,11, Mobile / TV / Laptop   Friends ,1,4,4,3,1,2,1,15,2,2,3, Personal counselling  Study materials  Time management tips  Career guidance 
0,0,Commerce,0,3,3,Daily wage labourer,Daily wage labourer,1,2,2,4,4,2,3, Group study,80,2,0,4,4,2,2,1,3,1,2,1,10, Mobile / TV / Laptop   Family responsibilities  Lack of interest ,1,4,2,1,2,1,2,12,2,3,3, Study materials  Time management tips 
1,0,Science,0,3,3,Daily wage labourer,Daily wage labourer,1,2,2,2,3,2,2, Note-taking Group study Self-study Online tutorials Practice tests,75,2,0,2,3,2,2,1,2,1,3,1,10," Mobile / TV / Laptop   Friends  Family responsibilities  Lack of interest  Social media (WhatsApp, Instagram, etc.)  Health issues ",1,4,1,2,1,2,1,11,2,2,3, Study materials 
1,0,Commerce,0,2,1,Unemployed (not currently working),Farmer,1,2,2,3,3,2,2, Self-study,68,1,0,2,4,2,2,1,1,2,1,2,9, Mobile / TV / Laptop  ,1,4,2,3,2,1,3,15,3,2,2, Time management tips 
1,0,Science,0,1,1,Daily wage labourer,Unemployed (not currently working),1,2,2,4,3,2,2, Group study,59.5,1,0,2,4,3,1,1,1,0,1,1,5, Mobile / TV / Laptop  ,1,1,2,1,0,1,1,6,2,3,2, Extra classes  Personal counselling  Study materials  Time management tips  Group study discussions  Career guidance  More interactive teaching 
1,1,Science,1,2,2,Daily wage labourer,Unemployed (not currently working),2,1,1,4,2,2,2, Self-study,75,2,0,4,4,2,2,0,1,0,1,2,6, Mobile / TV / Laptop  ,1,4,4,4,4,4,2,22,2,1,3, Study materials 
0,0,Commerce,1,2,2,Daily wage labourer,Unemployed (not currently working),2,3,1,3,3,2,2, Self-study,60,2,1,3,4,1,2,2,1,2,2,0,9, Friends ,1,1,0,3,1,4,3,12,2,2,2, Extra classes 
1,1,Arts,1,3,3,Farmer,Government employee,3,2,2,2,2,3,2, Online tutorials Practice tests,80,1,0,3,3,1,1,2,3,4,4,3,17, Mobile / TV / Laptop   Friends ,1,1,1,1,3,4,4,14,3,2,4, Time management tips 
0,1,Management,1,2,1,Daily wage labourer,Unemployed (not currently working),2,1,1,2,3,2,1, Note-taking Self-study Online tutorials,80,0,0,4,4,2,2,1,1,2,1,0,7," Social media (WhatsApp, Instagram, etc.)  Health issues ",1,1,2,0,4,2,2,11,3,3,2, Personal counselling  Study materials  Time management tips  Group study discussions 
1,0,Arts,0,3,3,Farmer,Unemployed (not currently working),3,1,2,2,2,4,5, Note-taking Group study Self-study,90,3,2,3,3,4,1,2,0,1,1,2,7," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,1,2,4,4,4,4,19,1,3,3, Extra classes  Personal counselling  Study materials  Group study discussions  Career guidance 
0,1,Commerce,1,2,2,Farmer,Farmer,2,1,2,3,1,2,5, Self-study,67,1,0,3,4,4,1,0,1,0,0,1,3, Mobile / TV / Laptop  ,1,4,4,3,0,1,4,16,3,4,3, Personal counselling  Career guidance  More interactive teaching 
0,0,Science,1,1,1,Daily wage labourer,Daily wage labourer,1,3,4,4,3,3,4, Self-study Online tutorials,60,4,0,3,3,3,0,1,1,1,1,1,5," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,4,4,2,2,3,1,16,2,2,3, Extra classes  Study materials  Time management tips  Group study discussions  Career guidance 
0,0,Science,1,3,3,Farmer,Farmer,3,3,4,4,3,3,4, Self-study,80,3,0,4,4,1,0,0,1,0,0,0,1," Social media (WhatsApp, Instagram, etc.) ",1,3,3,2,1,3,0,12,2,4,3, Study materials 
0,1,Science,1,4,3,Private sector job,Unemployed (not currently working),3,3,4,4,3,3,3, Note-taking Group study Self-study,55.5,1,0,3,3,2,1,0,1,1,2,2,7," Social media (WhatsApp, Instagram, etc.) ",1,4,4,2,2,2,4,18,2,2,3, Time management tips  Career guidance 
0,1,Science,1,2,2,Business,Business,1,3,4,4,2,2,4, Self-study ,72,2,0,4,2,2,1,0,3,4,1,2,11," Social media (WhatsApp, Instagram, etc.) ",1,2,2,3,2,3,1,13,3,1,3, Career guidance 
0,1,Science,1,4,3,Government employee,Unemployed (not currently working),3,3,4,4,4,3,3, Group study ,70,4,0,2,2,1,0,0,0,1,0,0,1, Mobile / TV / Laptop  ,1,2,2,2,2,2,0,10,2,1,3, Extra classes  Time management tips  Career guidance 
1,0,Science,1,4,3,Farmer,Unemployed (not currently working),1,3,3,4,4,3,3, Note-taking ,80,2,0,0,2,1,0,0,1,0,1,0,2, Mobile / TV / Laptop   Family responsibilities ,1,3,2,2,1,2,3,13,2,1,3, Time management tips 
1,0,Science,1,4,4,Private sector job,Business,1,3,4,4,4,4,4, Self-study ,68,2,0,4,4,1,2,0,1,0,3,1,7," Social media (WhatsApp, Instagram, etc.) ",1,4,3,3,1,4,2,17,2,1,3, Study materials 
0,0,Science,1,4,1,Farmer,Unemployed (not currently working),1,2,4,4,3,4,3, Note-taking ,59,2,0,4,4,2,1,1,1,2,1,0,6," Mobile / TV / Laptop   Family responsibilities   Social media (WhatsApp, Instagram, etc.) ",1,1,1,3,3,2,2,12,2,2,3, Personal counselling 
0,0,Science,0,4,1,Business,Farmer,1,3,3,4,3,3,2, Group study ,75,2,0,2,3,2,0,2,1,1,1,2,7," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,3,0,2,3,1,2,11,1,1,3, Personal counselling 
0,0,Arts,0,4,4,Private sector job,Business,2,3,4,4,4,2,2, Self-study ,79,2,0,4,2,1,1,1,1,4,1,0,8," Mobile / TV / Laptop   Friends   Family responsibilities   Lack of interest   Social media (WhatsApp, Instagram, etc.) ,  Health issues ",1,3,3,1,4,1,1,13,2,2,4, Time management tips 
0,0,Arts,1,3,3,Farmer,Unemployed (not currently working),1,3,3,4,3,3,3, Note-taking ,78,1,0,2,2,5,0,0,1,1,0,2,4, Mobile / TV / Laptop ,1,2,1,4,2,1,1,11,2,2,1, Personal counselling 
0,1,Arts,1,4,2,Farmer,Unemployed (not currently working),1,2,4,4,3,3,3, Self-study ,60,0,0,4,3,2,1,0,1,2,2,0,6," Social media (WhatsApp, Instagram, etc.) ",1,3,3,4,3,2,1,16,2,2,3, Study materials 
0,1,Arts,1,4,2,Farmer,Unemployed (not currently working),1,1,3,4,3,4,4, Self-study ,78,4,0,3,4,3,1,1,1,1,1,0,5," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,2,3,3,4,1,0,13,2,2,4, Study materials 
0,0,Science,1,4,4,Business,Farmer,1,2,4,4,4,2,4, Note-taking ,60,2,0,4,4,2,2,0,1,1,2,1,7, Mobile / TV / Laptop ,1,4,3,3,2,4,2,18,2,1,2, Personal counselling 
0,0,Arts,1,1,1,Farmer,Unemployed (not currently working),1,2,3,4,4,2,3, Self-study ,80,3,0,4,4,2,0,2,1,2,1,0,6," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,4,3,2,1,2,4,16,2,2,2, Personal counselling 
0,0,Science,1,1,4,Farmer,Unemployed (not currently working),1,3,4,4,4,3,3, Self-study ,78,4,0,4,2,1,3,1,2,1,3,0,10," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,3,1,1,2,1,2,10,2,2,3, Time management tips 
0,0,Arts,1,4,1,Business,Business,1,3,3,4,4,3,3, Group study ,72,0,0,4,2,2,0,1,1,2,0,3,7, Mobile / TV / Laptop   Friends   Lack of interest ,1,4,4,3,4,4,1,20,4,2,3, Career guidance 
0,1,Science,1,3,2,Farmer,Unemployed (not currently working),2,3,4,3,4,2,2, Note-taking ,74,2,0,4,4,1,1,0,4,1,0,0,6, Mobile / TV / Laptop ,1,4,2,2,1,2,4,15,2,2,2, Career guidance 
0,0,Science,1,3,2,Business,Business,2,2,4,4,4,3,3, Self-study ,80,2,0,2,4,1,1,0,1,1,1,2,6, Mobile / TV / Laptop   Friends ,1,4,3,1,2,4,0,14,2,2,3, Career guidance 
0,0,Science,1,3,1,Farmer,Business,1,3,3,4,3,3,3, Self-study ,60,4,0,3,2,4,0,1,1,1,1,0,4, Mobile / TV / Laptop ,1,2,3,2,2,1,1,11,4,1,3, Career guidance 
0,0,Science,1,5,2,Farmer,Private sector job,1,3,4,3,3,3,4, Self-study ,66,2,0,2,2,2,1,2,3,0,1,3,10," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,1,1,1,2,0,8,2,2,2, Personal counselling 
0,0,Management,0,2,2,Farmer,Unemployed (not currently working),1,2,4,4,4,3,4, Online tutorials ,80,1,0,0,4,2,0,2,4,2,0,1,9, Mobile / TV / Laptop   Friends ,1,4,1,1,3,3,4,16,2,1,3, Time management tips 
0,1,Science,1,3,4,Farmer,Unemployed (not currently working),1,3,4,4,2,4,4, Self-study ,60,2,0,3,2,1,3,2,3,0,1,0,9, Mobile / TV / Laptop ,1,4,2,3,3,2,1,15,4,2,3, Time management tips 
0,1,Science,1,5,2,Private sector job,Farmer,2,3,3,4,3,2,3, Self-study ,74,2,0,2,4,1,1,0,1,0,4,2,8, Mobile / TV / Laptop ,1,4,3,1,0,4,1,13,3,1,3, Personal counselling 
0,1,Science,1,3,1,Business,Farmer,1,2,4,4,3,3,3, Self-study ,73,2,0,4,2,3,0,0,1,2,0,0,3," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,2,4,1,0,4,2,13,2,1,2, Study materials 
0,1,Science,1,2,2,Farmer,Farmer,2,1,4,4,3,2,3, Self-study ,79,4,0,4,4,3,3,0,0,0,1,4,8," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,4,1,1,4,0,13,2,4,2, Personal counselling 
0,0,Science,0,3,2,Business,Business,1,1,2,4,3,4,3, Self-study ,64,0,0,3,4,3,0,0,1,2,0,2,5, Mobile / TV / Laptop   Friends ,1,4,2,1,3,3,4,17,4,1,2, Personal counselling 
0,1,Science,1,3,4,Farmer,Farmer,1,2,2,4,4,3,3, Note-taking ,61,1,0,4,4,3,1,0,0,1,1,1,4," Mobile / TV / Laptop   Friends   Family responsibilities   Lack of interest   Social media (WhatsApp, Instagram, etc.) ,  Health issues ",1,3,2,1,3,3,1,13,2,1,3, Time management tips 
1,1,Science,1,4,1,Government employee,Business,2,3,4,4,2,4,4, Self-study ,59,1,0,3,3,1,0,0,3,1,1,0,5, Mobile / TV / Laptop ,1,3,2,2,3,4,4,18,2,1,3, Personal counselling 
0,0,Science,1,4,1,Farmer,Unemployed (not currently working),1,3,4,4,4,3,3, Note-taking ,60,2,0,4,4,1,1,0,0,0,4,0,5," Social media (WhatsApp, Instagram, etc.) ",1,3,3,4,2,1,2,15,2,4,3, Career guidance 
0,0,Arts,0,1,2,Business,Business,2,3,3,4,3,4,3, Self-study ,75,1,1,3,2,1,1,0,0,3,2,1,7, Mobile / TV / Laptop   Friends   Lack of interest ,1,4,4,2,3,1,1,15,3,1,3, Time management tips 
0,1,Commerce,1,4,2,Business,Farmer,1,2,3,4,3,3,3, Self-study ,80,2,0,3,4,2,2,0,2,2,2,2,10, Mobile / TV / Laptop ,1,2,1,4,3,1,4,15,2,1,3, Time management tips 
0,1,Science,0,4,3,Farmer,Unemployed (not currently working),1,3,3,4,2,1,3, Self-study ,70,1,0,2,4,1,1,2,1,2,0,2,8," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,4,2,4,2,3,18,3,1,3, Time management tips 
0,1,Science,1,1,4,Private sector job,Unemployed (not currently working),1,3,3,4,4,3,3, Self-study ,74.24,4,1,0,2,3,0,2,2,0,0,3,7," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,1,3,3,1,4,4,16,1,2,3, Time management tips 
0,1,Science,1,4,3,Farmer,Farmer,1,1,4,4,4,4,4, Self-study ,79.8,1,1,3,4,4,0,1,2,1,1,0,5, Mobile / TV / Laptop ,1,3,4,2,1,2,1,13,3,2,2, Time management tips 
0,1,Science,1,4,1,Farmer,Farmer,1,3,4,4,3,3,3, Self-study ,87,1,1,3,3,1,4,2,2,1,0,3,12, Mobile / TV / Laptop ,1,3,3,1,2,3,4,16,2,1,4, Personal counselling 
0,1,Commerce,1,4,1,Farmer,Farmer,2,1,4,4,4,2,3, Self-study ,75,1,0,3,3,2,0,0,1,1,4,2,8," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,2,3,2,2,1,3,13,4,1,3, Personal counselling 
0,1,Commerce,1,1,4,Private sector job,Private sector job,1,3,3,4,4,4,3, Self-study ,66,1,1,3,4,2,0,0,1,1,1,1,4," Social media (WhatsApp, Instagram, etc.) ",1,1,4,2,1,1,2,11,1,1,1, Time management tips 
0,1,Science,1,2,3,Business,Farmer,1,3,3,4,3,3,3, Note-taking ,79.8,1,0,3,4,1,2,0,1,1,2,0,6," Mobile / TV / Laptop   Friends   Family responsibilities   Lack of interest   Social media (WhatsApp, Instagram, etc.) ,  Health issues ",1,3,4,3,2,2,1,15,3,2,4, Time management tips 
0,1,Science,1,3,1,Farmer,Farmer,3,2,4,4,4,1,3, Self-study ,72,2,0,3,4,3,0,0,1,4,1,3,9," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,4,2,1,0,4,14,4,1,3, Personal counselling 
0,1,Science,1,4,2,Farmer,Business,2,3,4,3,4,2,4, Self-study ,75,4,0,3,2,3,0,0,1,1,2,1,5, Mobile / TV / Laptop   Family responsibilities ,1,3,4,2,4,4,1,18,4,2,3, Personal counselling 
0,0,Science,1,2,4,Business,Unemployed (not currently working),1,3,4,4,4,1,2, Note-taking ,79,4,1,2,4,1,2,0,1,1,2,0,6, Mobile / TV / Laptop   Friends ,1,4,3,2,2,1,0,12,2,2,3, Time management tips 
0,1,Science,0,2,3,Farmer,Farmer,1,3,2,4,1,3,3, Self-study ,78,2,0,3,2,2,1,0,3,1,2,0,7, Mobile / TV / Laptop ,1,4,0,4,3,2,1,14,2,1,3, Time management tips 
0,1,Science,1,1,3,Farmer,Unemployed (not currently working),1,3,2,3,2,3,3, Self-study ,61,0,0,4,4,1,1,1,1,0,0,3,6, Mobile / TV / Laptop  ,1,3,1,2,3,3,3,15,2,1,3, Time management tips 
0,0,Science,1,3,1,Farmer,Farmer,1,3,3,4,4,4,3, Online tutorials ,61,2,1,3,4,2,4,0,3,0,1,0,8," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,2,4,2,1,2,4,15,4,2,2, Time management tips 
0,1,Science,0,2,3,Farmer,Unemployed (not currently working),1,3,4,4,4,2,3, Self-study ,66,2,0,3,2,4,1,0,2,1,1,0,5, Mobile / TV / Laptop   Friends ,1,3,3,3,2,1,0,12,4,2,3, Time management tips 
0,1,Science,1,2,2,Private sector job,Farmer,2,3,4,4,3,2,4, Self-study ,59,2,0,0,4,1,1,0,3,1,1,1,7," Mobile / TV / Laptop   Lack of interest   Social media (WhatsApp, Instagram, etc.) ",1,3,3,4,0,3,4,17,3,1,3, Career guidance 
0,1,Science,0,4,2,Business,Farmer,1,3,4,4,4,4,3, Self-study ,72,2,1,4,4,3,1,2,4,2,2,1,12, Mobile / TV / Laptop   Friends ,1,2,3,4,3,3,2,17,2,2,3, Career guidance 
0,0,Arts,1,3,3,Farmer,Farmer,1,3,4,4,3,3,3, Self-study ,75,1,0,3,4,1,3,2,1,1,3,2,12, Mobile / TV / Laptop   Friends ,1,1,3,1,1,1,1,8,2,1,3, Personal counselling 
0,0,Commerce,1,4,5,Farmer,Unemployed (not currently working),1,3,3,4,4,3,4, Self-study ,60,1,0,2,2,2,2,2,1,2,1,0,8, Mobile / TV / Laptop ,1,4,3,2,1,2,0,12,3,1,3, Career guidance 
0,0,Arts,1,1,4,Business,Unemployed (not currently working),1,1,2,4,3,4,3, Group study ,68,2,0,3,4,1,3,2,1,0,0,1,7," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,2,1,0,2,0,8,4,1,3, Personal counselling 
0,1,Science,1,5,2,Business,Farmer,1,3,4,4,3,2,4, Self-study ,79,1,0,3,2,5,4,2,2,1,2,2,13, Mobile / TV / Laptop   Friends ,1,1,1,3,1,1,0,7,2,1,3, Career guidance 
0,0,Science,1,3,3,Business,Private sector job,1,3,3,4,2,2,3, Online tutorials ,61,4,0,4,4,3,1,0,0,1,2,1,5, Mobile / TV / Laptop  ,1,3,3,2,1,4,0,13,3,1,2, Personal counselling 
0,0,Science,1,3,1,Farmer,Farmer,1,2,4,4,4,2,3, Group study ,59,1,0,0,4,3,1,1,0,1,2,0,5," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,2,1,2,2,4,14,2,1,3, Study materials 
0,0,Science,1,1,4,Farmer,Farmer,1,3,3,4,3,3,4, Self-study ,64,2,0,3,4,4,0,2,3,0,1,3,9, Mobile / TV / Laptop ,1,4,4,3,3,0,4,18,4,1,3, Time management tips 
0,0,Science,1,4,2,Farmer,Unemployed (not currently working),1,3,2,4,4,2,3, Note-taking ,53,1,1,2,4,3,1,0,1,1,1,0,4, Mobile / TV / Laptop ,1,3,3,2,3,2,1,14,4,1,2, Personal counselling 
0,1,Science,1,1,4,Farmer,Business,3,1,4,4,3,2,4, Self-study ,78,1,0,0,2,2,0,1,1,1,0,1,4," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,4,3,1,1,1,2,12,3,1,2, Time management tips 
0,0,Arts,1,2,2,Private sector job,Unemployed (not currently working),1,3,4,4,4,4,3, Self-study ,75,2,0,0,3,3,0,2,1,1,1,0,5, Mobile / TV / Laptop ,1,2,3,2,1,0,0,8,2,2,2, Personal counselling 
0,0,Science,1,4,2,Farmer,Farmer,1,2,4,4,3,4,3, Note-taking ,78,3,1,3,4,3,1,2,0,2,1,0,6, Mobile / TV / Laptop  ,1,2,2,3,4,2,1,14,2,2,2, Career guidance 
0,1,Science,1,2,3,Private sector job,Farmer,1,3,4,4,4,2,3, Group study ,79,1,1,3,3,1,0,0,3,1,2,0,6, Mobile / TV / Laptop ,1,3,2,3,3,1,2,14,3,2,3, Personal counselling 
0,0,Science,1,4,3,Farmer,Private sector job,1,2,4,4,3,3,3, Self-study ,74.24,4,0,4,4,1,1,0,1,2,1,1,6," Mobile / TV / Laptop   Family responsibilities   Social media (WhatsApp, Instagram, etc.) ",1,3,2,4,4,2,3,18,4,1,1, Time management tips 
