Gender , Area ,Faculty,College_Location ,father_edu,mother_edu,father_occ,mother_occ,income,attendance,lecture_attendance,assignment_submit,teacher_help,study_hours,study_management,study_method,Percentage,internal_performance,Backlogs,internet_access,online_platforms_usage,responsibilities_affect_study,Challenge_1,Challenge_2,Challenge_3,Challenge_4,Challenge_5,Challenge_6,Challenge_Score,distraction,parent_support,Motivation_1,Motivation_2,Motivation_3,Motivation_4,Motivation_5,Motivation_6,Motivation_Score ,Stress,family_pressure,Sleep_Hours,support_needed
0,0,Science,1,5,3,Farmer,Farmer,1,2,4,3,4,4,3, Self-study ,70,1,0,2,4,1,1,2,1,0,2,0,6, Mobile / TV / Laptop ,1,3,4,1,3,4,3,18,2,2,3, Study materials 
0,1,Science,0,3,2,Business,Farmer,1,3,3,4,2,2,4, Self-study ,87,1,0,2,2,1,3,1,1,1,1,3,10, Mobile / TV / Laptop  ,1,4,4,4,1,2,1,16,4,2,3, Personal counselling 
0,0,Commerce,1,3,2,Farmer,Unemployed (not currently working),1,2,3,4,1,2,3, Self-study ,75,2,0,2,3,5,1,0,1,1,2,3,8, Mobile / TV / Laptop ,1,4,3,3,2,2,1,15,4,1,3, Personal counselling 
0,0,Commerce,1,3,4,Government employee,Farmer,1,2,4,4,4,3,4, Online tutorials ,60,3,0,2,4,2,0,1,1,1,1,2,6, Mobile / TV / Laptop   Health issues ,1,3,2,4,3,4,1,17,2,2,3, Time management tips 
0,1,Science,1,3,5,Business,Unemployed (not currently working),1,2,3,4,3,4,4, Self-study ,74,2,0,3,3,2,0,2,1,0,1,1,5, Mobile / TV / Laptop ,1,4,1,2,0,4,1,12,4,2,2, Personal counselling 
0,1,Science,1,3,4,Farmer,Unemployed (not currently working),2,2,4,4,3,3,3, Self-study ,66,2,0,0,4,2,1,2,0,2,4,1,10," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,3,3,2,4,4,19,2,2,2, Time management tips 
1,0,Science,1,3,3,Farmer,Unemployed (not currently working),1,3,4,4,4,2,3, Self-study ,85,4,0,2,4,1,0,2,1,1,0,1,5," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,4,3,1,3,4,3,18,2,1,3, Personal counselling 
1,0,Science,1,4,2,Farmer,Farmer,1,2,4,4,2,2,3, Self-study ,78,2,1,3,2,3,2,0,1,2,0,3,8," Social media (WhatsApp, Instagram, etc.) ",1,3,3,1,2,3,4,16,2,1,4, Personal counselling 
0,1,Science,0,2,1,Farmer,Private sector job,1,3,4,4,2,3,3, Self-study ,74,3,0,2,4,2,1,0,0,4,1,1,7," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,3,4,4,3,4,21,2,2,2, Extra classes 
1,1,Science,0,1,4,Farmer,Farmer,1,3,4,4,4,3,3, Self-study ,87,2,0,3,4,4,1,0,1,2,2,0,6, Mobile / TV / Laptop ,1,1,0,4,2,4,1,12,4,2,3, Personal counselling 
0,1,Commerce,1,1,4,Farmer,Farmer,1,3,4,4,4,4,3, Note-taking ,59,2,0,4,4,1,0,1,3,1,2,2,9, Mobile / TV / Laptop ,1,2,2,2,0,2,2,10,2,2,3, Personal counselling 
0,0,Science,1,4,2,Business,Business,2,3,3,4,4,2,4, Self-study ,74.24,2,0,3,4,1,3,2,2,2,0,2,11, Mobile / TV / Laptop ,1,1,4,1,4,2,4,16,3,2,1, Personal counselling 
0,1,Science,1,2,2,Government employee,Farmer,1,3,4,4,4,1,3, Self-study ,61,2,0,4,4,3,1,0,3,0,0,4,8," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,1,1,1,3,1,10,3,1,4, Extra classes 
0,1,Science,0,4,1,Farmer,Farmer,2,3,4,4,3,2,3, Self-study ,64,1,0,4,4,5,3,2,3,4,1,0,13, Mobile / TV / Laptop ,1,3,2,4,3,2,0,14,2,1,2, Time management tips 
0,1,Science,0,1,4,Business,Unemployed (not currently working),1,3,4,4,2,2,3, Self-study ,75,2,0,3,4,1,1,1,0,2,1,0,5, Mobile / TV / Laptop   Health issues ,1,4,3,1,2,1,0,11,2,1,3, Career guidance 
0,0,Arts,1,1,2,Farmer,Farmer,2,3,4,4,1,2,3, Self-study ,91,4,0,2,4,3,1,0,0,1,1,1,4," Social media (WhatsApp, Instagram, etc.) ",1,3,2,1,3,4,3,16,4,2,1, Career guidance 
0,1,Science,1,1,4,Business,Unemployed (not currently working),1,3,4,4,3,2,4, Self-study ,59,2,1,3,4,3,0,1,3,1,1,1,7, Mobile / TV / Laptop ,1,3,3,1,2,3,4,16,2,4,3, Time management tips 
0,0,Science,0,3,3,Government employee,Unemployed (not currently working),1,3,3,3,4,2,2, Self-study ,85,2,0,2,4,4,2,2,1,0,1,2,8, Mobile / TV / Laptop ,1,3,4,3,3,4,4,21,2,1,3, Career guidance 
0,0,Management,1,3,5,Business,Unemployed (not currently working),2,2,4,4,2,3,3, Self-study ,80,4,0,0,3,2,0,2,3,1,4,1,11, Mobile / TV / Laptop   Family responsibilities ,1,3,2,2,3,2,4,16,2,1,3, Time management tips 
0,1,Commerce,0,4,2,Farmer,Unemployed (not currently working),1,2,3,4,3,2,4, Self-study ,70,2,0,3,4,3,3,1,0,1,3,2,10, Mobile / TV / Laptop ,1,3,3,4,3,2,4,19,1,1,2, Personal counselling 
0,0,Science,1,3,1,Farmer,Private sector job,1,3,3,3,4,1,3, Self-study ,75,2,1,3,3,2,0,0,1,0,1,1,3," Mobile / TV / Laptop   Family responsibilities   Social media (WhatsApp, Instagram, etc.) ",1,2,4,4,1,4,2,17,2,1,3, Time management tips 
0,1,Science,1,4,4,Farmer,Private sector job,1,1,4,3,4,4,2, Note-taking ,75,1,0,2,3,3,1,0,1,1,1,1,5, Mobile / TV / Laptop   Family responsibilities ,1,4,4,4,1,1,1,15,2,1,3, Career guidance 
0,0,Commerce,1,4,1,Business,Unemployed (not currently working),2,3,3,4,3,3,4, Online tutorials ,64,2,0,2,4,1,1,0,1,0,1,1,4, Mobile / TV / Laptop ,1,4,3,3,1,1,3,15,2,2,3, Study materials 
0,1,Science,1,2,4,Farmer,Farmer,1,2,4,4,3,2,3, Self-study ,91,1,0,3,4,2,1,2,0,1,1,2,7," Social media (WhatsApp, Instagram, etc.) ",1,4,4,2,3,3,4,20,2,1,3, Personal counselling 
0,0,Science,1,3,3,Business,Government employee,1,1,4,4,4,2,4, Self-study ,73,4,0,4,4,2,1,0,3,2,2,1,9," Social media (WhatsApp, Instagram, etc.) ",1,3,2,4,1,4,0,14,3,2,3, Personal counselling 
0,0,Management,1,1,2,Business,Unemployed (not currently working),1,3,3,4,4,3,4, Self-study ,91,1,0,4,2,1,4,0,3,2,1,0,10, Mobile / TV / Laptop   Health issues ,1,3,4,2,3,4,1,17,4,1,1, Personal counselling 
0,0,Science,1,2,2,Farmer,Farmer,3,1,4,4,4,2,2, Self-study ,60,4,0,2,2,3,1,0,1,2,3,0,7," Social media (WhatsApp, Instagram, etc.) ",1,4,4,2,1,1,1,13,3,2,3, Time management tips 
0,0,Science,1,1,2,Business,Farmer,2,3,4,4,3,2,3, Self-study ,79.8,2,0,3,4,1,0,2,3,1,4,1,11, Mobile / TV / Laptop   Friends ,1,3,2,2,3,2,4,16,2,2,2, Personal counselling 
0,0,Commerce,1,2,4,Farmer,Farmer,1,3,4,4,2,2,3, Note-taking ,75,2,0,2,2,3,2,2,1,1,4,0,10," Social media (WhatsApp, Instagram, etc.) ",1,2,4,4,3,1,0,14,2,1,3, Study materials 
0,0,Science,1,4,2,Farmer,Unemployed (not currently working),2,3,4,4,4,3,3, Online tutorials ,80,2,0,2,2,3,1,2,0,2,1,1,7, Mobile / TV / Laptop   Friends ,1,2,4,4,3,4,2,19,2,1,2, Personal counselling 
0,1,Arts,1,3,3,Farmer,Unemployed (not currently working),1,3,2,4,4,2,4, Self-study ,53,1,0,4,4,1,1,0,1,1,1,2,6," Social media (WhatsApp, Instagram, etc.) ",1,3,3,2,1,1,2,12,4,2,2, Time management tips 
0,0,Arts,1,3,2,Business,Farmer,1,2,3,4,4,2,3, Self-study ,66,2,0,3,4,2,2,0,0,1,1,0,4," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,2,4,1,1,3,2,13,4,2,2, Time management tips 
0,1,Commerce,1,3,2,Business,Farmer,1,2,4,4,4,3,4, Self-study ,73,1,1,3,4,3,1,1,0,2,0,1,5," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,4,3,4,3,2,0,16,4,1,4, Study materials 
1,1,Commerce,0,4,2,Business,Unemployed (not currently working),1,3,4,4,3,2,4, Self-study ,60,2,0,2,3,2,0,1,1,1,1,2,6, Mobile / TV / Laptop  ,1,4,1,1,3,4,3,16,3,1,2, Personal counselling 
0,1,Science,1,3,4,Farmer,Unemployed (not currently working),1,3,4,4,3,3,3, Self-study ,61,2,0,3,4,2,0,2,0,2,1,0,5," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,1,3,4,2,2,2,14,2,2,2, Time management tips 
0,1,Science,1,1,1,Private sector job,Farmer,1,1,3,4,4,4,3, Note-taking ,78,2,0,4,4,3,1,0,3,0,1,1,6, Mobile / TV / Laptop ,1,3,1,4,3,2,0,13,2,1,1, Career guidance 
0,0,Arts,1,3,3,Business,Farmer,1,3,4,4,4,3,4, Self-study ,61,2,0,3,3,3,1,0,1,2,1,1,6, Mobile / TV / Laptop   Friends   Lack of interest ,1,2,2,2,3,4,3,16,2,1,4, Career guidance 
0,1,Science,1,3,2,Farmer,Farmer,1,3,4,4,4,2,4, Self-study ,61,2,0,2,4,2,0,1,1,1,1,0,4," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,4,2,1,0,2,1,10,4,1,1, Personal counselling 
1,1,Science,1,3,2,Private sector job,Farmer,1,3,4,4,4,2,3, Self-study ,78,2,0,4,4,3,0,0,1,3,1,2,7, Mobile / TV / Laptop ,1,3,4,3,3,4,1,18,2,2,3, Study materials 
0,0,Science,1,5,1,Private sector job,Unemployed (not currently working),3,3,3,4,3,3,4, Self-study ,60,3,0,3,3,5,0,0,2,2,0,2,6," Social media (WhatsApp, Instagram, etc.) ",1,3,3,1,0,1,4,12,2,1,1, Personal counselling 
0,1,Science,1,2,2,Farmer,Farmer,1,3,4,3,2,4,4, Self-study ,72,2,0,3,3,2,0,0,1,0,0,3,4, Mobile / TV / Laptop ,1,4,4,3,4,3,0,18,3,1,1, Personal counselling 
0,1,Science,0,4,4,Farmer,Unemployed (not currently working),1,3,3,4,2,2,4, Self-study ,79,2,0,2,4,5,0,2,3,2,0,0,7, Mobile / TV / Laptop ,1,1,1,1,3,4,2,12,4,2,3, Study materials 
0,0,Commerce,1,2,2,Business,Farmer,1,3,4,4,4,2,4, Self-study ,59,2,0,4,4,5,3,0,4,1,3,3,14," Social media (WhatsApp, Instagram, etc.) ",1,3,2,2,2,4,2,15,2,2,3, Study materials 
0,0,Commerce,1,3,3,Business,Farmer,3,3,4,4,4,3,3, Note-taking ,60,2,0,3,4,1,0,0,1,0,1,2,4," Mobile / TV / Laptop   Friends   Family responsibilities   Lack of interest   Social media (WhatsApp, Instagram, etc.) ,  Health issues ",1,1,2,2,0,4,2,11,4,2,2, Career guidance 
0,1,Science,1,2,2,Farmer,Farmer,1,3,4,4,3,4,3, Self-study ,68,2,0,3,4,3,2,2,3,1,2,2,12, Mobile / TV / Laptop   Friends ,1,2,3,2,2,2,1,12,2,1,4, Career guidance 
0,1,Science,1,4,4,Business,Government employee,1,2,4,4,4,3,3, Self-study ,78,2,1,3,4,3,1,0,1,0,1,4,7, Mobile / TV / Laptop ,1,1,2,1,3,3,2,12,2,1,1, Career guidance 
0,0,Arts,1,3,1,Farmer,Unemployed (not currently working),2,3,3,4,4,2,3, Self-study ,78,2,0,4,4,1,1,2,1,4,1,0,9, Mobile / TV / Laptop   Friends   Lack of interest ,1,2,4,3,2,4,4,19,3,1,4, Career guidance 
0,0,Science,1,1,4,Farmer,Farmer,1,3,4,4,3,4,3, Self-study ,87,4,0,3,2,2,0,1,1,0,1,0,3, Mobile / TV / Laptop   Friends ,1,4,4,3,3,4,2,20,2,1,2, Career guidance 
0,1,Science,1,3,2,Farmer,Farmer,1,3,4,4,3,2,4, Self-study ,53,2,1,3,4,1,1,2,4,2,1,1,11, Mobile / TV / Laptop ,1,3,3,2,2,4,2,16,2,1,3, Extra classes 
0,0,Science,1,4,1,Business,Farmer,1,1,3,4,3,3,4, Self-study ,60,1,0,2,4,3,0,0,1,0,1,2,4, Mobile / TV / Laptop   Health issues ,1,1,0,2,1,2,4,10,3,2,3, Personal counselling 
0,1,Commerce,1,1,1,Government employee,Unemployed (not currently working),2,1,4,4,3,4,3, Self-study ,78,4,0,0,4,2,1,0,2,1,1,2,7, Mobile / TV / Laptop ,1,4,1,4,3,3,4,19,3,1,1, Career guidance 
0,1,Management,0,4,1,Farmer,Farmer,1,3,3,4,3,3,4, Group study ,64,2,0,3,4,1,1,0,1,0,1,3,6," Social media (WhatsApp, Instagram, etc.) ",1,4,4,2,4,1,4,19,4,1,1, Career guidance 
0,1,Arts,1,1,1,Farmer,Farmer,1,3,3,4,4,2,2, Self-study ,91,2,0,3,4,4,0,1,0,2,1,1,5, Mobile / TV / Laptop ,1,3,2,2,2,3,0,12,3,2,4, Personal counselling 
0,0,Commerce,1,3,3,Farmer,Farmer,1,3,3,4,3,2,4, Self-study ,74.24,2,0,3,2,5,0,2,3,2,2,2,11, Mobile / TV / Laptop ,1,4,4,2,3,4,2,19,2,1,3, Personal counselling 
1,0,Science,1,2,2,Government employee,Unemployed (not currently working),2,3,4,4,3,2,3, Self-study ,85,2,0,4,4,5,0,0,1,0,1,0,2, Mobile / TV / Laptop ,1,1,3,3,2,1,1,11,3,2,3, Time management tips 
0,0,Science,1,4,3,Farmer,Farmer,1,3,4,4,3,3,3, Self-study ,74.24,4,0,3,4,2,2,0,2,0,1,0,5, Mobile / TV / Laptop ,1,3,3,2,1,2,1,12,2,4,3, Career guidance 
0,0,Arts,1,3,3,Farmer,Unemployed (not currently working),1,3,4,4,4,4,4, Self-study ,70,4,0,3,3,3,1,0,1,2,1,1,6," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,2,4,2,1,4,3,16,2,1,3, Personal counselling 
0,1,Science,1,2,2,Government employee,Unemployed (not currently working),1,3,4,3,3,4,3, Online tutorials ,75,1,0,3,2,3,0,0,1,1,0,1,3, Mobile / TV / Laptop ,1,4,2,4,3,2,4,19,3,1,3, Study materials 
0,1,Science,1,5,2,Government employee,Farmer,1,2,4,4,3,2,3, Note-taking ,78,2,0,2,4,2,1,2,1,2,2,2,10," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,2,2,3,1,2,2,12,4,2,2, Time management tips 
0,1,Arts,1,1,3,Business,Farmer,1,3,4,4,3,2,3, Self-study ,70,2,0,3,3,1,1,1,2,2,1,0,7," Social media (WhatsApp, Instagram, etc.) ",1,3,3,1,1,0,4,12,2,1,3, Personal counselling 
0,0,Science,1,2,2,Government employee,Unemployed (not currently working),1,3,2,4,3,4,2, Self-study ,73,3,0,2,2,1,1,0,1,1,0,0,3," Mobile / TV / Laptop   Family responsibilities   Social media (WhatsApp, Instagram, etc.) ",1,1,3,2,3,3,4,16,2,4,4, Career guidance 
0,1,Arts,1,4,3,Farmer,Private sector job,1,1,3,4,4,3,3, Self-study ,91,4,0,2,4,5,1,2,1,0,0,0,4," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,3,3,1,3,1,4,15,2,1,3, Career guidance 
0,0,Management,1,2,2,Business,Farmer,2,2,4,4,4,2,3, Note-taking ,60,1,0,2,2,2,0,1,1,1,1,1,5, Mobile / TV / Laptop   Friends ,1,4,4,3,3,3,0,17,2,2,2, Time management tips 
0,0,Commerce,1,1,3,Farmer,Unemployed (not currently working),1,3,4,4,3,3,3, Self-study ,79,2,0,3,4,2,1,0,3,2,1,2,9, Mobile / TV / Laptop ,1,4,1,2,3,3,4,17,2,1,3, Time management tips 
0,0,Science,1,4,2,Farmer,Farmer,1,1,4,4,3,2,3, Note-taking ,68,1,0,2,2,1,1,0,2,1,3,0,7," Social media (WhatsApp, Instagram, etc.) ",1,4,2,4,1,1,4,16,4,1,3, Personal counselling 
0,1,Science,1,1,4,Farmer,Farmer,1,3,4,4,3,4,3, Self-study ,59,2,0,3,2,1,1,0,1,1,1,0,4," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,1,3,2,2,2,2,12,2,2,3, Personal counselling 
0,0,Science,1,4,4,Farmer,Farmer,1,3,4,4,3,2,3, Self-study ,59,2,0,4,4,1,0,0,0,2,1,3,6, Mobile / TV / Laptop ,1,1,1,4,1,1,0,8,4,1,3, Personal counselling 
0,1,Science,1,3,5,Private sector job,Farmer,1,3,2,4,3,2,2, Note-taking ,73,1,0,2,3,2,2,1,0,0,3,1,7, Mobile / TV / Laptop   Friends ,1,3,4,3,2,4,2,18,2,1,3, Personal counselling 
0,1,Science,1,3,1,Business,Business,2,3,3,4,4,3,3, Self-study ,68,2,0,2,2,1,0,0,1,2,4,2,9, Mobile / TV / Laptop ,1,3,2,2,0,4,3,14,3,2,3, Time management tips 
0,1,Science,1,3,2,Private sector job,Business,2,3,3,4,4,2,3, Self-study ,68,0,0,3,2,5,1,0,1,0,0,1,3, Mobile / TV / Laptop ,1,3,2,4,0,2,4,15,2,1,3, Personal counselling 
0,1,Science,1,3,2,Farmer,Farmer,1,2,3,4,3,3,2, Self-study ,79,2,0,0,4,1,1,2,3,0,1,0,7, Mobile / TV / Laptop   Friends ,1,4,4,1,3,2,4,18,2,1,4, Career guidance 
0,1,Commerce,1,3,2,Farmer,Farmer,2,3,3,4,4,2,3, Self-study ,68,2,0,3,4,1,3,0,3,0,1,0,7, Mobile / TV / Laptop ,1,2,4,2,3,4,4,19,2,2,4, Time management tips 
0,0,Arts,0,4,1,Farmer,Private sector job,1,2,3,4,3,3,4, Online tutorials ,75,2,0,3,4,1,0,0,2,2,1,0,5, Mobile / TV / Laptop ,1,3,3,4,3,3,1,17,4,2,2, Time management tips 
0,0,Arts,0,1,4,Business,Farmer,1,2,4,4,4,2,2, Note-taking ,87,2,0,2,4,2,2,2,0,3,2,0,9, Mobile / TV / Laptop ,1,4,2,1,3,2,2,14,4,2,3, Study materials 
0,0,Arts,1,5,3,Farmer,Unemployed (not currently working),2,3,3,4,3,3,2, Self-study ,85,2,0,2,2,2,1,0,3,0,1,1,6," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,4,3,1,3,3,4,18,2,2,3, Extra classes 
1,1,Science,1,5,2,Private sector job,Farmer,2,3,4,4,1,2,4, Self-study ,87,4,0,4,4,3,4,0,0,1,1,1,7, Mobile / TV / Laptop  ,1,2,4,2,3,2,2,15,1,1,2, Personal counselling 
1,1,Management,1,1,2,Farmer,Business,1,1,3,4,4,2,2, Note-taking ,72,1,0,2,4,3,0,0,1,1,2,0,4," Social media (WhatsApp, Instagram, etc.) ",1,4,2,3,2,2,2,15,4,2,1, Study materials 
0,1,Science,1,4,4,Business,Farmer,2,3,4,4,2,3,4, Self-study ,75,0,0,2,4,3,1,0,0,1,0,0,2," Social media (WhatsApp, Instagram, etc.) ",1,3,2,3,2,4,3,17,4,1,3, Study materials 
0,1,Commerce,0,1,3,Farmer,Unemployed (not currently working),3,2,3,4,4,2,3, Note-taking ,79,2,0,3,3,1,1,0,2,0,0,3,6," Mobile / TV / Laptop   Friends   Family responsibilities   Lack of interest   Social media (WhatsApp, Instagram, etc.) ,  Health issues ",1,3,2,4,0,2,1,12,2,1,2, Career guidance 
0,1,Science,1,4,2,Government employee,Business,1,3,4,4,3,1,4, Self-study ,79,4,0,3,4,3,3,2,1,1,1,0,8, Mobile / TV / Laptop   Friends ,1,3,2,2,0,4,0,11,4,1,3, Time management tips 
0,0,Science,1,3,4,Business,Farmer,1,3,4,4,4,4,4, Note-taking ,60,4,1,3,2,1,1,0,1,2,3,1,8, Mobile / TV / Laptop ,1,2,3,1,4,1,2,13,2,2,3, Time management tips 
0,0,Commerce,1,1,4,Farmer,Unemployed (not currently working),1,3,3,4,4,2,3, Self-study ,91,4,1,0,2,1,1,0,1,0,1,2,5, Mobile / TV / Laptop ,1,2,4,1,0,3,2,12,2,2,3, Career guidance 
0,1,Arts,1,4,2,Farmer,Unemployed (not currently working),2,2,3,4,4,2,4, Note-taking ,59,2,0,3,4,2,0,0,1,0,0,0,1, Mobile / TV / Laptop ,1,1,2,1,0,2,0,6,2,2,2, Time management tips 
0,1,Science,1,1,2,Farmer,Farmer,2,1,3,4,4,2,3, Self-study ,91,2,1,3,4,3,1,1,1,1,1,2,7," Social media (WhatsApp, Instagram, etc.) ",1,4,4,2,4,1,0,15,2,1,3, Career guidance 
0,0,Science,1,3,3,Private sector job,Farmer,2,3,4,4,4,1,3, Self-study ,85,3,0,3,2,1,2,0,2,1,2,0,7, Mobile / TV / Laptop   Health issues ,1,4,2,4,2,4,1,17,2,2,3, Personal counselling 
0,0,Science,0,1,2,Business,Unemployed (not currently working),1,1,4,3,4,4,3, Self-study ,79,1,0,3,4,3,0,0,1,0,1,1,3," Social media (WhatsApp, Instagram, etc.) ",1,4,2,2,1,2,3,14,2,2,3, Study materials 
0,1,Science,1,3,4,Farmer,Business,1,3,3,4,3,3,3, Self-study ,78,1,0,2,2,1,1,0,3,1,1,1,7," Mobile / TV / Laptop   Friends   Family responsibilities   Lack of interest   Social media (WhatsApp, Instagram, etc.) ,  Health issues ",1,2,2,2,2,2,2,12,2,1,1, Time management tips 
0,0,Science,1,3,2,Farmer,Unemployed (not currently working),2,3,4,4,4,3,3, Self-study ,64,4,0,3,4,5,1,2,1,1,2,0,7, Mobile / TV / Laptop ,1,2,4,4,4,2,4,20,2,1,3, Career guidance 
0,0,Science,1,2,2,Government employee,Farmer,3,1,4,4,2,2,3, Self-study ,73,3,0,3,4,1,0,2,3,2,0,1,8, Mobile / TV / Laptop ,1,4,3,1,1,4,4,17,4,1,2, Personal counselling 
0,0,Science,1,3,2,Private sector job,Farmer,3,1,2,4,3,3,3, Self-study ,75,2,0,0,4,1,0,0,1,4,2,0,7," Mobile / TV / Laptop   Friends   Social media (WhatsApp, Instagram, etc.) ",1,3,2,4,4,3,2,18,2,1,3, Extra classes 
0,1,Science,1,3,1,Farmer,Business,1,3,2,3,3,3,4, Self-study ,70,1,0,0,4,3,0,2,0,2,2,0,6," Mobile / TV / Laptop   Social media (WhatsApp, Instagram, etc.) ",1,3,2,3,3,1,3,15,2,1,3, Time management tips 
0,0,Science,1,4,3,Farmer,Business,1,3,4,4,3,3,3, Note-taking ,91,2,0,3,4,2,0,0,1,0,1,2,4, Mobile / TV / Laptop ,1,1,3,1,4,4,2,15,4,1,2, Time management tips 
